designation,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_pseudo_colour,astrometric_pseudo_colour_error,phot_g_mean_mag,radial_velocity,radial_velocity_error,l,b,ecl_lon,ecl_lat
Gaia DR2 6253577356278909056,2015.5,233.30420091063868,0.15087351099583798,-20.70702730814946,0.12446797521058937,0.33148409824173053,0.1655946676376931,-4.866014936800015,0.3404125957813906,-4.983690051623168,0.27099467962164386,1.5147128863791037,0.03893086169977653,17.93698,,,346.43863654011653,28.185306437107094,236.00270089632548,-1.49389191204455
Gaia DR2 6253593844652570880,2015.5,233.17191613964116,0.11118092842484904,-20.59851691508901,0.08735364507646548,0.5331568146407575,0.1240851053897396,-2.487855135546301,0.23154299272331277,-5.489767938350243,0.18194383413855864,1.539709457294093,0.028838816868968414,17.346468,,,346.41304458273294,28.34836714632016,235.8565904914536,-1.417981520388551
Gaia DR2 6253575496552062080,2015.5,233.24609969685676,0.21682190488172529,-20.77917474108496,0.17071273364320624,0.2989632943864657,0.23141913373307815,4.605260910096981,0.4740491874004054,-18.170346011074166,0.3364294698602104,1.431203635519131,0.054403907330175645,17.969858,,,346.3384634827106,28.166328800723324,235.96708085100482,-1.5768959110528584
Gaia DR2 6253708232516664192,2015.5,233.9230290102738,4.180819939812831,-20.300314355969338,2.066886613017254,,,,,,,,,20.995434,,,347.2370508148929,28.109308743255312,236.47006239048437,-0.9618642029143438
Gaia DR2 6253607348028413952,2015.5,232.3996725368456,0.4452549077999686,-20.83190950678063,0.2266115413245306,1.1193373673178177,0.508884698792038,1.9138116278546986,0.6644925557851494,-0.6538124511512216,0.4947543050067627,1.4897347415609523,0.08613568170249043,18.791243,,,345.6158230111459,28.640442912746952,235.2114160247609,-1.8183527804767798
Gaia DR2 6253572614635012864,2015.5,233.07969382358712,0.10092664370560797,-20.825575763403563,0.07585243397109791,1.7083928315731682,0.11121206543337363,3.0984398003942895,0.1901745360333602,-9.281735597254833,0.15594484189812532,1.353688724943135,0.0238451885207628,17.150402,,,346.17042346784086,28.232806448618504,235.82702932161595,-1.6590698871762537
Gaia DR2 6253645457280483968,2015.5,232.87624759160533,0.08809524235735144,-20.48575119529886,0.061534825667144216,0.20124669912858043,0.09526176813789174,-6.7396952599676,0.1795546742263544,-7.782977495591013,0.13346320398063916,1.5634814558239176,0.021098953949189782,16.77313,,,346.2582860456176,28.614578453918867,235.56069267248057,-1.3747544652064307
Gaia DR2 1346194070854902656,2015.5,269.3307872041757,0.3102169106721865,43.16608134891611,0.31036315812245896,0.5585890464797202,0.3387920437114628,-1.9749310620995233,0.6811406777892751,-8.91687338779388,0.7897222938193507,1.6197964729054521,0.07757054652856182,19.642832,,,69.76047850016339,27.632518370790713,268.77080873472795,66.60250684523393
Gaia DR2 1346190669240543872,2015.5,269.31012247224186,0.18496394027480614,43.11129042090384,0.1914355374758242,1.427756561783262,0.2013511982066073,-0.7642322572033323,0.43476153314458693,0.6833377526902275,0.48317866016415545,1.5163645620899848,0.04933499915749888,19.034584,,,69.69642041797282,27.635478377465926,268.73451666188123,66.54754083872902
Gaia DR2 1346163632422984448,2015.5,269.0761899559613,0.01589313640043357,42.9085870801753,0.020165630934985104,0.9740817122401964,0.019107506747151514,-5.454459748033346,0.03423812141800442,-12.157958112422149,0.04081834929487571,1.5860026833296692,0.004673830529431509,14.666581,,,69.43136034259977,27.759055776214314,268.3136171051794,66.3424602190031
Gaia DR2 1346290110620200832,2015.5,269.99605212711265,0.06835164274808767,44.06301598487691,0.07040888447179974,0.1164556767647855,0.07332823704786336,-1.3757800784185674,0.15756821709972735,-10.85715099534788,0.14749569045985728,1.5895927666095477,0.020613861625388145,17.526148,,,70.86443081513295,27.354155921327905,269.99261516085807,67.50229671740237
Gaia DR2 1346185824518210432,2015.5,269.0622986792599,0.19184327055786643,43.221134412711706,0.19896655512695127,1.3915923463831412,0.21059899773068577,-4.290256428502626,0.4182387740749624,14.873713939216056,0.4032105568101879,1.654600199577665,0.050479357633064985,16.045485,,,69.77414274263766,27.835493128453052,268.27546961238284,66.65480206964543
Gaia DR2 1346272514137131392,2015.5,269.98749467367145,3.0659788889199446,43.86914881016328,3.780933494089917,,,,,,,,,20.979408,,,70.6497868500218,27.318576021898547,269.97665891884236,67.3084286315256
Gaia DR2 1346259457436477184,2015.5,269.2223618393473,0.5164361415516991,43.77842124311182,0.6255292540132028,0.5292719506657774,0.6286210506648404,-7.248696634265508,1.0568527421926728,-11.319041930451466,1.530965003974345,1.675397825858113,0.15529260625692817,19.345203,,,70.41788084439979,27.838869526783522,268.5501894268813,67.21378859851689
Gaia DR2 1346287220105157376,2015.5,269.6582152704789,0.16791959693509576,43.88557380829062,0.18611979128757966,0.19136658270326906,0.1953432582237318,-7.71958703591349,0.3603130770315121,-8.51578340112479,0.40311776077797695,1.5117248151573452,0.045883242991909254,18.677715,,,70.61075493743894,27.55396086723701,269.3610530070058,67.32409661559826
Gaia DR2 1346229774919358336,2015.5,268.6746618119723,0.7344103314042082,43.215314406613864,0.72406739596111,-0.7927871915336965,0.7651408582216858,3.6299090758148385,1.6899877236930647,-10.690110876987319,1.338718893346689,1.3197499670780826,0.17702016007734905,20.490377,,,69.70071403024056,28.110500807297228,267.56318736721806,66.64338492890552
Gaia DR2 1346215820570075904,2015.5,269.71412253362325,0.18166673090198207,43.45944048053085,0.20790440703467153,0.8932622616516261,0.20779067379384478,-1.0961317807939748,0.40064017991982376,-5.82673764971378,0.43706837733421394,1.5567945347799308,0.05592703960066744,18.853483,,,70.1512575704874,27.42330847340493,269.4711613298062,66.89819654728421
Gaia DR2 1346203073106441856,2015.5,269.7415293427057,0.13708914763198504,43.38835355932356,0.14484391238762692,0.4966117409514879,0.14801981842109282,2.2069384458331425,0.30714512898670815,-0.7635213102549603,0.29542042535856844,1.4527436187424827,0.03734385018026875,18.494278,,,70.07793661769664,27.38848605257721,269.5226884720227,66.82720616586161
Gaia DR2 1346243828050730112,2015.5,268.69337134057264,0.4244634513625305,43.34238942529625,0.6186736297065363,1.0162323990242037,0.49167150062825304,-0.3844418881287468,0.953377558106051,-6.145843168059276,1.0749885520472175,1.5325318066818663,0.13744671595841268,20.160158,,,69.84486867561718,28.12347643515746,267.59020012001344,66.77074070645273
Gaia DR2 1346128821711844096,2015.5,268.24270355086736,0.26342128765279943,42.88226364994675,0.3939820686825736,0.7558150476446386,0.3703148616648284,-9.251103571132495,0.541779963604924,-7.641995495673818,1.0104666668192035,1.4627855227183693,0.09318316709200425,19.553154,,,69.25680173380984,28.350498031854375,266.79504142699574,66.3019953702772
Gaia DR2 1346284299527395200,2015.5,269.5137486852655,0.09031850864052735,43.88823267537131,0.11323439873018133,0.05579702508573687,0.10822709358475832,-3.2080164294068485,0.2077613340417978,-3.566447352422043,0.23783546705572406,1.6422010819198356,0.02664104128713605,17.916582,,,70.58889733118717,27.656296327392017,269.09092413750517,67.32597913021914
Gaia DR2 4291152957029377920,2015.5,293.51281850751377,0.3094944061040243,4.93382616051068,0.2514024872539945,0.4327808165510363,0.40493611524062245,-4.139789958350906,0.6245251915329773,-7.829126915123322,0.4954239192555245,1.5882494232660602,0.056431519123023785,19.24664,,,42.24273755660083,-7.163561273668894,296.30724380265036,26.251138961578263
Gaia DR2 4291146909715853696,2015.5,293.33782633512135,1.3521671070861216,4.865082759576093,0.9110177387333698,2.4587542808561893,1.10535354446295,-5.280116322550907,2.7161302962244074,-4.4442877095972015,1.70278082090351,1.3166920252840333,0.16020625743350544,20.613155,,,42.09875082029082,-7.04227912677904,296.1024057209146,26.21420977847878
Gaia DR2 4291133956095092096,2015.5,293.8220754584169,0.4718174061387722,4.810663428092198,0.3711320583385055,0.03597139082218855,0.5350913578154359,-4.3077985771507725,0.9476869543138697,-7.092170637672102,0.7552281855286371,1.4662757698152626,0.06415925866811444,19.34663,,,42.280042147284455,-7.4933338713139275,296.62066928922104,26.07512106070487
Gaia DR2 4291150414410472960,2015.5,293.6828733185046,0.5418602670949471,4.911630137337662,0.41139099692544356,1.452105029788658,0.7009021311223534,-4.017339430348297,1.097736239225361,-6.314469447351922,0.8502487470776166,1.3842653362331894,0.07752561525985457,19.638376,,,42.30368035283335,-7.323384223136024,296.4887212988336,26.199220706143336
Gaia DR2 4291116638809907200,2015.5,293.27021999697007,2.421495017942981,4.6734328560306455,2.4666032921398364,,,,,,,,,18.533573,,,41.89643849492173,-7.073204011674462,295.9911147477508,26.037335120797138
Gaia DR2 4291153712944015360,2015.5,293.4546143351194,0.1658814799765649,4.943900331930677,0.11735794461749674,0.39627757600948216,0.18324411825733683,-1.1497613398332878,0.3423275971698999,-2.778469857381094,0.24215351262764012,1.5080678907674738,0.02755904668325815,18.187933,,,42.22409954985541,-7.107685610453282,296.24558537497944,26.271304081335884
Gaia DR2 4291130348322363776,2015.5,293.70369841912094,2.259453234273796,4.666751470187193,1.2871167687413196,,,,,,,,,20.901102,,,42.095907449490085,-7.457327941545581,296.4629397284325,25.95455773125655
